adsh	cik	name	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	fye	pdate	effdate	form	filed	accepted	instance	nciks	aciks
0000812797-23-000055	812797	PRINCIPAL LIFE INSURANCE CO VARIABLE LIFE SEP ACCOUNT	US	IA	DES MOINES	50392	THE PRINCIPAL FINANCIAL GROUP	711 HIGH STREET	515-247-5461	US	IA	DES MOINES	50392	THE PRINCIPAL FINANCIAL GROUP	711 HIGH STREET			000000000	PRINCIPAL MUTUAL LIFE INSURANCE CO VARIABLE LIFE SEP ACCOUNT	19920703	1231			485BPOS	20230427	2023-04-27 15:21:00.0	ck0000812797-20230427_htm.xml	1	
0000812797-23-000064	812797	PRINCIPAL LIFE INSURANCE CO VARIABLE LIFE SEP ACCOUNT	US	IA	DES MOINES	50392	THE PRINCIPAL FINANCIAL GROUP	711 HIGH STREET	515-247-5461	US	IA	DES MOINES	50392	THE PRINCIPAL FINANCIAL GROUP	711 HIGH STREET			000000000	PRINCIPAL MUTUAL LIFE INSURANCE CO VARIABLE LIFE SEP ACCOUNT	19920703	1231			485BPOS	20230427	2023-04-27 15:32:00.0	ck0000812797-20230427_htm.xml	1	
0000812797-23-000182	812797	PRINCIPAL LIFE INSURANCE CO VARIABLE LIFE SEP ACCOUNT	US	IA	DES MOINES	50392	THE PRINCIPAL FINANCIAL GROUP	711 HIGH STREET	515-247-5461	US	IA	DES MOINES	50392	THE PRINCIPAL FINANCIAL GROUP	711 HIGH STREET			000000000	PRINCIPAL MUTUAL LIFE INSURANCE CO VARIABLE LIFE SEP ACCOUNT	19920703	1231			497	20230505	2023-05-05 09:30:00.0	ck0000812797-20230505_htm.xml	1	
0000812797-23-000190	812797	PRINCIPAL LIFE INSURANCE CO VARIABLE LIFE SEP ACCOUNT	US	IA	DES MOINES	50392	THE PRINCIPAL FINANCIAL GROUP	711 HIGH STREET	515-247-5461	US	IA	DES MOINES	50392	THE PRINCIPAL FINANCIAL GROUP	711 HIGH STREET			000000000	PRINCIPAL MUTUAL LIFE INSURANCE CO VARIABLE LIFE SEP ACCOUNT	19920703	1231			497	20230505	2023-05-05 09:36:00.0	ck0000812797-20230505_htm.xml	1	
0000813383-23-000012	813383	BNY MELLON VARIABLE INVESTMENT FUND	US	NY	NEW YORK	10286	C/O BNY MELLON INVESTMENT ADVISER, INC.	240 GREENWICH STREET	2129226400	US	NY	NEW YORK	10286	C/O BNY MELLON INVESTMENT ADVISER, INC.	240 GREENWICH STREET	US	NY	133685668	DREYFUS VARIABLE INVESTMENT FUND	19920703	1231	20230501	20230501	485BPOS	20230412	2023-04-12 09:58:00.0	ck0000813383-20230406_htm.xml	1	
0000814680-23-000043	814680	AMERICAN CENTURY VARIABLE PORTFOLIOS INC	US	MO	KANSAS CITY	64111	4500 MAIN STREET	9TH FLOOR	816-531-5575	US	MO	KANSAS CITY	64111	4500 MAIN STREET		US	MD	431460078	TCI PORTFOLIOS INC	19920703	1231	20230501	20230501	485BPOS	20230414	2023-04-14 10:04:00.0	ck0000814680-20221231_htm.xml	1	
0000814848-23-000008	814848	AMERITAS VARIABLE SEPARATE ACCOUNT VA-2	US	NE	LINCOLN	68510	5900 O ST	C/O AMERITAS LIFE INSURANCE CORP	4024671122	US	NE	LINCOLN	68501	5900 O STREET	P O BOX 81889			470098400	AMERITAS VARIABLE LIFE INSURANCE CO SEPARATE ACCT VA-2	19920703	1231			485BPOS	20230426	2023-04-25 19:16:00.0	directionva_485b-47_htm.xml	1	
0000819118-23-000044	819118	FIDELITY CONCORD STREET TRUST	US	MA	BOSTON	02210	245 SUMMER STREET		617-563-7000	US	MA	BOSTON	02210	245 SUMMER STREET		US	MA	000000000	FIDELITY INSTITUTIONAL TRUST	19920703	0228			485BPOS	20230425	2023-04-25 10:57:00.0	filing6208_htm.xml	1	
0000819118-23-000059	819118	FIDELITY CONCORD STREET TRUST	US	MA	BOSTON	02210	245 SUMMER STREET		617-563-7000	US	MA	BOSTON	02210	245 SUMMER STREET		US	MA	000000000	FIDELITY INSTITUTIONAL TRUST	19920703	0228			497	20230503	2023-05-03 13:58:00.0	filing7173_htm.xml	1	
0000819118-23-000128	819118	FIDELITY CONCORD STREET TRUST	US	MA	BOSTON	02210	245 SUMMER STREET		617-563-7000	US	MA	BOSTON	02210	245 SUMMER STREET		US	MA	000000000	FIDELITY INSTITUTIONAL TRUST	19920703	0228			485BPOS	20230627	2023-06-27 11:46:00.0	filing6510_htm.xml	1	
0000819940-23-000021	799295	BNY MELLON INVESTMENT FUNDS I	US	NY	NEW YORK	10286	C/O BNY MELLON INVESTMENT ADVISER, INC.	240 GREENWICH STREET	212-922-6400	US	NY	NEW YORK	10286	C/O BNY MELLON INVESTMENT ADVISER, INC.	240 GREENWICH STREET	US	MA	043106135	DREYFUS INVESTMENT FUNDS	20081201	1231	20230501	20230501	485BPOS	20230427	2023-04-27 14:03:00.0	ck0000799295-20230426_htm.xml	1	
0000823535-23-000053	823535	VARIABLE INSURANCE PRODUCTS FUND V	US	MA	BOSTON	02210	245 SUMMER STREET		617-563-7000	US	MA	BOSTON	02210	245 SUMMER STREET		US	MA	000000000	FIDELITY BOSTON STREET TRUST	19951101	1231			485BPOS	20230406	2023-04-06 14:20:00.0	filing6521_htm.xml	1	
0000823535-23-000136	823535	VARIABLE INSURANCE PRODUCTS FUND V	US	MA	BOSTON	02210	245 SUMMER STREET		617-563-7000	US	MA	BOSTON	02210	245 SUMMER STREET		US	MA	000000000	FIDELITY BOSTON STREET TRUST	19951101	1231			485BPOS	20230421	2023-04-21 13:50:00.0	filing6229_htm.xml	1	
0000828475-23-000005	828475	BNY MELLON NEW JERSEY MUNICIPAL BOND FUND, INC.	US	NY	NEW YORK	10286	C/O BNY MELLON INVESTMENT ADVISER, INC.	240 GREENWICH STREET	2129226400	US	NY	NEW YORK	10286	C/O BNY MELLON INVESTMENT ADVISER, INC.	240 GREENWICH STREET	US	NY	000000000	DREYFUS NEW JERSEY MUNICIPAL BOND FUND, INC.	20181030	1231	20230501	20230501	485BPOS	20230427	2023-04-27 09:52:00.0	ck0000828475-20230421_htm.xml	1	
0000828475-23-000008	828475	BNY MELLON NEW JERSEY MUNICIPAL BOND FUND, INC.	US	NY	NEW YORK	10286	C/O BNY MELLON INVESTMENT ADVISER, INC.	240 GREENWICH STREET	2129226400	US	NY	NEW YORK	10286	C/O BNY MELLON INVESTMENT ADVISER, INC.	240 GREENWICH STREET	US	NY	000000000	DREYFUS NEW JERSEY MUNICIPAL BOND FUND, INC.	20181030	1231	20230501	20230701	497	20230516	2023-05-16 13:48:00.0	ck0000828475-20230516_htm.xml	1	
0000828972-23-000029	1008003	PRUDENTIAL VARIABLE CONTRACT ACCOUNT GI-2	US	NJ	NEWARK	07102-3777	PRUDENTIAL INSURANCE COMPANY  OF AMERICA	751 BROAD STREET	9735485716	US	NJ	NEWARK	07102-3777	PRUDENTIAL INSURANCE COMPANY  OF AMERICA	751 BROAD STREET	US	NJ	221211670			1231			485BPOS	20230414	2023-04-14 13:10:00.0	ck0001008003-20230414_htm.xml	1	
0000828972-23-000031	1008003	PRUDENTIAL VARIABLE CONTRACT ACCOUNT GI-2	US	NJ	NEWARK	07102-3777	PRUDENTIAL INSURANCE COMPANY  OF AMERICA	751 BROAD STREET	9735485716	US	NJ	NEWARK	07102-3777	PRUDENTIAL INSURANCE COMPANY  OF AMERICA	751 BROAD STREET	US	NJ	221211670			1231			485BPOS	20230414	2023-04-14 13:17:00.0	ck0001008003-20230414_htm.xml	1	
0000828972-23-000038	1008003	PRUDENTIAL VARIABLE CONTRACT ACCOUNT GI-2	US	NJ	NEWARK	07102-3777	PRUDENTIAL INSURANCE COMPANY  OF AMERICA	751 BROAD STREET	9735485716	US	NJ	NEWARK	07102-3777	PRUDENTIAL INSURANCE COMPANY  OF AMERICA	751 BROAD STREET	US	NJ	221211670			1231			497	20230501	2023-05-01 12:10:00.0	ck0001008003-20230501_htm.xml	1	
0000828972-23-000040	1008003	PRUDENTIAL VARIABLE CONTRACT ACCOUNT GI-2	US	NJ	NEWARK	07102-3777	PRUDENTIAL INSURANCE COMPANY  OF AMERICA	751 BROAD STREET	9735485716	US	NJ	NEWARK	07102-3777	PRUDENTIAL INSURANCE COMPANY  OF AMERICA	751 BROAD STREET	US	NJ	221211670			1231			497	20230501	2023-05-01 12:31:00.0	ck0001008003-20230501_htm.xml	1	
0000831016-23-000046	831016	VARIABLE INSURANCE PRODUCTS FUND II	US	MA	BOSTON	02210	245 SUMMER STREET		617-563-7000	US	MA	BOSTON	02210	245 SUMMER STREET		US	MA	042708937			1231			485BPOS	20230420	2023-04-20 11:02:00.0	filing6219_htm.xml	1	
0000843781-23-000014	843781	DREYFUS TREASURY SECURITIES CASH MANAGEMENT	US	NY	NEW YORK	10286	C/O BNY MELLON INVESTMENT ADVISER, INC.	240 GREENWICH STREET	2129226400	US	NY	NEW YORK	10286	C/O BNY MELLON INVESTMENT ADVISER, INC.	240 GREENWICH STREET	US	NY	000000000	DREYFUS TREASURY PRIME CASH MANAGEMENT	19920703	0131	20230601	20230601	485BPOS	20230531	2023-05-31 10:39:00.0	ck0000843781-20230525_htm.xml	1	
0000846800-23-000006	846800	BNY MELLON STOCK INDEX FUND, INC.	US	NY	NEW YORK	10286	C/O BNY MELLON INVESTMENT ADVISER, INC.	240 GREENWICH STREET	2129226400	US	NY	NEW YORK	10286	C/O BNY MELLON INVESTMENT ADVISER, INC.	240 GREENWICH STREET	US	NY	133537664	DREYFUS STOCK INDEX FUND, INC.	20181030	1231	20230501	20230501	485BPOS	20230412	2023-04-12 09:52:00.0	ck0000846800-20230406_htm.xml	1	
0000851693-23-000129	851693	PRUCO LIFE VARIABLE UNIVERSAL ACCOUNT	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE COMPANY	213 WASHINGTON STREET	973-802-4193	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE COMPANY	213 WASHINGTON STREET	US	AZ	000000000			1231			485BPOS	20230404	2023-04-04 14:30:00.0	ck0000851693-20230404_htm.xml	1	
0000851693-23-000136	851693	PRUCO LIFE VARIABLE UNIVERSAL ACCOUNT	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE COMPANY	213 WASHINGTON STREET	973-802-4193	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE COMPANY	213 WASHINGTON STREET	US	AZ	000000000			1231			485BPOS	20230404	2023-04-04 14:44:00.0	ck0000851693-20230404_htm.xml	1	
0000851693-23-000139	851693	PRUCO LIFE VARIABLE UNIVERSAL ACCOUNT	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE COMPANY	213 WASHINGTON STREET	973-802-4193	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE COMPANY	213 WASHINGTON STREET	US	AZ	000000000			1231			485BPOS	20230404	2023-04-04 14:46:00.0	ck0000851693-20230404_htm.xml	1	
0000851693-23-000141	851693	PRUCO LIFE VARIABLE UNIVERSAL ACCOUNT	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE COMPANY	213 WASHINGTON STREET	973-802-4193	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE COMPANY	213 WASHINGTON STREET	US	AZ	000000000			1231			485BPOS	20230404	2023-04-04 14:47:00.0	ck0000851693-20230404_htm.xml	1	
0000851693-23-000245	851693	PRUCO LIFE VARIABLE UNIVERSAL ACCOUNT	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE COMPANY	213 WASHINGTON STREET	973-802-4193	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE COMPANY	213 WASHINGTON STREET	US	AZ	000000000			1231			497	20230623	2023-06-23 14:52:00.0	ck0000851693-20230623_htm.xml	1	
0000851693-23-000247	851693	PRUCO LIFE VARIABLE UNIVERSAL ACCOUNT	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE COMPANY	213 WASHINGTON STREET	973-802-4193	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE COMPANY	213 WASHINGTON STREET	US	AZ	000000000			1231			497	20230623	2023-06-23 15:02:00.0	ck0000851693-20230623_htm.xml	1	
0000851693-23-000249	851693	PRUCO LIFE VARIABLE UNIVERSAL ACCOUNT	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE COMPANY	213 WASHINGTON STREET	973-802-4193	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE COMPANY	213 WASHINGTON STREET	US	AZ	000000000			1231			497	20230623	2023-06-23 15:05:00.0	ck0000851693-20230623_htm.xml	1	
0000878662-23-000025	878662	FIDELITY CALIFORNIA MUNICIPAL TRUST II	US	MA	BOSTON	02210	245 SUMMER STREET		617-563-7000	US	MA	BOSTON	02210	245 SUMMER STREET		US	DE	000000000			0228			485BPOS	20230425	2023-04-25 10:57:00.0	filing6214_htm.xml	1	
0000880195-23-000046	880195	FIDELITY ABERDEEN STREET TRUST	US	MA	BOSTON	02210	245 SUMMER STREET		617-563-7000	US	MA	BOSTON	02210	245 SUMMER STREET		US	DE	000000000	FIDELITY INSTITUTIONAL INVESTORS TRUST	19920811	0331			485BPOS	20230425	2023-04-25 10:56:00.0	filing6212_htm.xml	1	
0000880195-23-000502	880195	FIDELITY ABERDEEN STREET TRUST	US	MA	BOSTON	02210	245 SUMMER STREET		617-563-7000	US	MA	BOSTON	02210	245 SUMMER STREET		US	DE	000000000	FIDELITY INSTITUTIONAL INVESTORS TRUST	19920811	0331			485BPOS	20230524	2023-05-24 11:00:00.0	filing6369_htm.xml	1	
0000880195-23-000503	880195	FIDELITY ABERDEEN STREET TRUST	US	MA	BOSTON	02210	245 SUMMER STREET		617-563-7000	US	MA	BOSTON	02210	245 SUMMER STREET		US	DE	000000000	FIDELITY INSTITUTIONAL INVESTORS TRUST	19920811	0331			485BPOS	20230524	2023-05-24 11:11:00.0	filing6544_htm.xml	1	
0000880195-23-000504	880195	FIDELITY ABERDEEN STREET TRUST	US	MA	BOSTON	02210	245 SUMMER STREET		617-563-7000	US	MA	BOSTON	02210	245 SUMMER STREET		US	DE	000000000	FIDELITY INSTITUTIONAL INVESTORS TRUST	19920811	0331			485BPOS	20230524	2023-05-24 11:24:00.0	filing6545_htm.xml	1	
0000880195-23-000512	880195	FIDELITY ABERDEEN STREET TRUST	US	MA	BOSTON	02210	245 SUMMER STREET		617-563-7000	US	MA	BOSTON	02210	245 SUMMER STREET		US	DE	000000000	FIDELITY INSTITUTIONAL INVESTORS TRUST	19920811	0331			485BPOS	20230524	2023-05-24 17:17:00.0	filing6546_htm.xml	1	
0000881773-23-000016	881773	BNY MELLON INVESTMENT FUNDS V, INC.	US	NY	NEW YORK	10286	C/O BNY MELLON INVESTMENT ADVISER, INC.	240 GREENWICH STREET	2129226400	US	NY	NEW YORK	10286	C/O BNY MELLON INVESTMENT ADVISER, INC.	240 GREENWICH STREET	US	MD	000000000	DREYFUS PREMIER INVESTMENT FUNDS, INC.	20170522	1031	20230501	20230501	485BPOS	20230424	2023-04-24 16:49:00.0	ck0000881773-20230421_htm.xml	1	
0000890064-23-000011	890064	BNY MELLON SUSTAINABLE U.S. EQUITY PORTFOLIO, INC.	US	NY	NEW YORK	10286	C/O BNY MELLON INVESTMENT ADVISER, INC.	240 GREENWICH STREET	2129226400	US	NY	NEW YORK	10286	C/O BNY MELLON INVESTMENT ADVISER, INC.	240 GREENWICH STREET	US	MD	133689327	DREYFUS SUSTAINABLE U.S. EQUITY PORTFOLIO, INC.	20170502	1231	20230501	20230501	485BPOS	20230419	2023-04-19 13:02:00.0	ck0000890064-20230414_htm.xml	1	
0000894189-23-002424	1616668	PACER FUNDS TRUST	US	PA	MALVERN	19355	500 CHESTERFIELD PARKWAY		610-644-8100	US	PA	MALVERN	19355	500 CHESTERFIELD PARKWAY		US	DE	000000000			0430	20230228	20230403	497	20230403	2023-04-03 13:36:00.0	ck0001616668-20221031_htm.xml	1	
0000894189-23-002428	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20230403	20230403	485BPOS	20230403	2023-04-03 14:30:00.0	ck0001540305-20220930_htm.xml	1	
0000894189-23-002460	1616668	PACER FUNDS TRUST	US	PA	MALVERN	19355	500 CHESTERFIELD PARKWAY		610-644-8100	US	PA	MALVERN	19355	500 CHESTERFIELD PARKWAY		US	DE	000000000			0430	20230404	20230404	485BPOS	20230404	2023-04-04 15:24:00.0	ck0001616668-20220430_htm.xml	1	
0000894189-23-002467	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20221231	20230404	497	20230404	2023-04-04 15:48:00.0	ck0001540305-20220831_htm.xml	1	
0000894189-23-002557	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20220831	20230501	497	20230410	2023-04-10 15:14:00.0	ck0001540305-20220430_htm.xml	1	
0000894189-23-002567	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20221209	20230410	497	20230410	2023-04-10 16:46:00.0	ck0001540305-20221130_htm.xml	1	
0000894189-23-002578	1027596	ADVISORS SERIES TRUST	US	WI	MILWAUKEE	53202	U.S BANCORP FUND SERVICES, LLC	615 E MICHIGAN STREET	414-765-5340	US	WI	MILWAUKEE	53202	615 E MICHIGAN STREET	MK-WI-LC2	US	DE	000000000			1031	20230331	20230411	497	20230411	2023-04-11 11:30:00.0	ck0001027596-20221130_htm.xml	1	
0000894189-23-002625	1026708	WILSHIRE VARIABLE INSURANCE TRUST	US	CA	SANTA MONICA	90401	1299 OCEAN AVENUE	SUITE 700	6106763419	US	CA	SANTA MONICA	90401	1299 OCEAN AVENUE	SUITE 700	US	DE	000000000	HORACE MANN MUTUAL FUNDS	19961108	1231	20230430	20230430	485BPOS	20230414	2023-04-14 11:58:00.0	ck0001026708-20221231_htm.xml	1	
0000894189-23-002803	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20230430	20230430	485BPOS	20230424	2023-04-24 16:51:00.0	ck0001540305-20221231_htm.xml	1	
0000894189-23-002805	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20230430	20230430	485BPOS	20230424	2023-04-24 16:56:00.0	ck0001540305-20221231_htm.xml	1	
0000894189-23-002826	894240	MONETTA TRUST	US	IL	WHEATON	60187-8133	1776-A SOUTH NAPERVILLE ROAD	SUITE 100	630-462-9800	US	IL	WHEATON	60187-8133	1776-A SOUTH NAPERVILLE ROAD	SUITE 100	US	MA	367014138			1231	20230430	20230430	485BPOS	20230425	2023-04-25 12:32:00.0	ck0000894240-20221231_htm.xml	1	
0000894189-23-002851	1141819	TRUST FOR PROFESSIONAL MANAGERS	US	WI	MILWAUKEE	53202	U.S. BANCORP FUND SERVICES LLC	615 EAST MICHIGAN ST 2ND FLOOR	4147655067	US	WI	MILWAUKEE	53202	U.S. BANCORP FUND SERVICES LLC	615 EAST MICHIGAN ST 2ND FLOOR	US	DE	000000000	ZODIAC TRUST	20010601		20230430	20230430	485BPOS	20230425	2023-04-25 15:12:00.0	ck0001141819-20221231_htm.xml	1	
0000894189-23-002858	1141819	TRUST FOR PROFESSIONAL MANAGERS	US	WI	MILWAUKEE	53202	U.S. BANCORP FUND SERVICES LLC	615 EAST MICHIGAN ST 2ND FLOOR	4147655067	US	WI	MILWAUKEE	53202	U.S. BANCORP FUND SERVICES LLC	615 EAST MICHIGAN ST 2ND FLOOR	US	DE	000000000	ZODIAC TRUST	20010601		20230430	20230430	485BPOS	20230425	2023-04-25 15:56:00.0	ck0001141819-20221231_htm.xml	1	
0000894189-23-002907	1359057	MANAGER DIRECTED PORTFOLIOS	US	WI	MILWAUKEE	53202	C/O U.S. BANCORP FUND SERVICES, LLC	615 E. MICHIGAN STREET	9522306140	US	WI	MILWAUKEE	53202	C/O U.S. BANCORP FUND SERVICES, LLC	615 E. MICHIGAN STREET	US	DE	571138125	ROXBURY FUNDS	20060411	0630	20230430	20230430	485BPOS	20230426	2023-04-26 12:05:00.0	ck0001359057-20221231_htm.xml	1	
0000894189-23-002924	1027596	ADVISORS SERIES TRUST	US	WI	MILWAUKEE	53202	U.S BANCORP FUND SERVICES, LLC	615 E MICHIGAN STREET	414-765-5340	US	WI	MILWAUKEE	53202	615 E MICHIGAN STREET	MK-WI-LC2	US	DE	000000000			1031	20230428	20230428	485BPOS	20230426	2023-04-26 13:21:00.0	ck0001027596-20221231_htm.xml	1	
0000894189-23-002931	1141819	TRUST FOR PROFESSIONAL MANAGERS	US	WI	MILWAUKEE	53202	U.S. BANCORP FUND SERVICES LLC	615 EAST MICHIGAN ST 2ND FLOOR	4147655067	US	WI	MILWAUKEE	53202	U.S. BANCORP FUND SERVICES LLC	615 EAST MICHIGAN ST 2ND FLOOR	US	DE	000000000	ZODIAC TRUST	20010601		20230430	20230430	485BPOS	20230426	2023-04-26 13:47:00.0	ck0001141819-20221231_htm.xml	1	
0000894189-23-002941	711322	GREENSPRING FUND INC	US	MD	LUTHERVILLE	21093	2330 WEST JOPPA ROAD SUITE 110		4108235353	US	MD	LUTHERVILLE	21093	2330 WEST JOPPA ROAD SUITE 110		US	MD	521267740			1231	20230501	20230501	485BPOS	20230426	2023-04-26 14:34:00.0	ck0000711322-20221231_htm.xml	1	
0000894189-23-002943	1650149	SERIES PORTFOLIOS TRUST	US	WI	MILWAUKEE	53202	615 E. MICHIGAN STREET		414-765-6620	US	WI	MILWAUKEE	53202	615 E. MICHIGAN STREET		US	DE	000000000			1130	20230430	20230430	485BPOS	20230426	2023-04-26 14:43:00.0	ck0001650149-20221231_htm.xml	1	
0000894189-23-002955	1683471	LISTED FUNDS TRUST	US	WI	MILWAUKEE	53202	615 E. MICHIGAN STREET		414-765-5144	US	WI	MILWAUKEE	53202	615 E. MICHIGAN STREET				826272597	ACTIVE WEIGHTING FUNDS ETF TRUST	20160830	0831	20230430	20230430	485BPOS	20230426	2023-04-26 16:11:00.0	ck0001683471-20221231_htm.xml	1	
0000894189-23-002970	1683471	LISTED FUNDS TRUST	US	WI	MILWAUKEE	53202	615 E. MICHIGAN STREET		414-765-5144	US	WI	MILWAUKEE	53202	615 E. MICHIGAN STREET				826272597	ACTIVE WEIGHTING FUNDS ETF TRUST	20160830	0831	20230430	20230430	485BPOS	20230426	2023-04-26 17:19:00.0	ck0001683471-20221231_htm.xml	1	
0000894189-23-002971	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20230430	20230430	485BPOS	20230426	2023-04-26 17:25:00.0	ck0001540305-20221231_htm.xml	1	
0000894189-23-003022	890453	WILSHIRE MUTUAL FUNDS INC	US	CA	SANTA MONICA	90401	1299 OCEAN AVENUE	SUITE 700	610-676-3419	US	CA	SANTA MONICA	90401	1299 OCEAN AVENUE	SUITE 700			000000000	WILSHIRE TARGET FUNDS INC	19960603	1231	20230430	20230430	485BPOS	20230427	2023-04-27 12:21:00.0	ck0000890453-20221231_htm.xml	1	
0000894189-23-003024	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20230430	20230430	485BPOS	20230427	2023-04-27 12:25:00.0	ck0001540305-20221231_htm.xml	1	
0000894189-23-003036	1517695	WALL STREET EWM FUNDS TRUST	US	NY	NEW YORK	10055	55 EAST 52ND STREET	23RD FLOOR	800-443-4693	US	NY	NEW YORK	10055	55 EAST 52ND STREET	23RD FLOOR	US	DE	000000000			1231	20230430	20230430	485BPOS	20230427	2023-04-27 13:19:00.0	ck0001517695-20221231_htm.xml	1	
0000894189-23-003048	1511699	MANAGED PORTFOLIO SERIES	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET				000000000				20230430	20230430	485BPOS	20230427	2023-04-27 14:27:00.0	ck0001511699-20221231_htm.xml	1	
0000894189-23-003062	1511699	MANAGED PORTFOLIO SERIES	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET				000000000				20230430	20230430	485BPOS	20230427	2023-04-27 15:05:00.0	ck0001511699-20221231_htm.xml	1	
0000894189-23-003080	811030	PROFESSIONALLY MANAGED PORTFOLIOS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		626-914-7363	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		US	MA	566415270	AVONDALE INVESTMENT TRUST	19910529	1231	20230430	20230430	485BPOS	20230427	2023-04-27 16:14:00.0	ck0000811030-20221231_htm.xml	1	
0000894189-23-003084	1650149	SERIES PORTFOLIOS TRUST	US	WI	MILWAUKEE	53202	615 E. MICHIGAN STREET		414-765-6620	US	WI	MILWAUKEE	53202	615 E. MICHIGAN STREET		US	DE	000000000			1130	20230430	20230430	485BPOS	20230427	2023-04-27 16:24:00.0	ck0001650149-20221231_htm.xml	1	
0000894189-23-003087	1833032	ASYMMETRIC ETFS TRUST	US	NY	NEW YORK	10035	158 EAST 126TH STREET, SUITE 304		917-674-1005	US	NY	NEW YORK	10035	158 EAST 126TH STREET, SUITE 304		US	DE	000000000				20230430	20230430	485BPOS	20230427	2023-04-27 16:37:00.0	ck0001833032-20221231_htm.xml	1	
0000894189-23-003098	1261788	TRUST FOR ADVISED PORTFOLIOS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		US	DE	000000000	ZIEGLER CAPITAL MANAGEMENT INVESTMENT TRUST	20130128		20230430	20230430	485BPOS	20230427	2023-04-27 16:53:00.0	ck0001261788-20221231_htm.xml	1	
0000894189-23-003102	1282693	BAIRD FUNDS INC	US	WI	MILWAUKEE	53202	777 EAST WISCONSIN AVENUE		414-765-3500	US	WI	MILWAUKEE	53202	777 EAST WISCONSIN AVENUE		US	WI	000000000			1231	20230501	20230501	485BPOS	20230427	2023-04-27 17:14:00.0	ck0001282693-20221231_htm.xml	1	
0000894189-23-003193	1002537	NEEDHAM FUNDS INC	US	NY	NEW YORK	10177	250 PARK AVENUE		2123718300	US	NY	NEW YORK	10177	250 PARK AVENUE		US	MD	133865553			1231	20230428	20230501	485BPOS	20230428	2023-04-28 12:36:00.0	ck0001002537-20221231_htm.xml	1	
0000894189-23-003225	1872253	TOTAL FUND SOLUTION	US	WI	MILWAUKEE	53202	U.S. BANK GLOBAL FUND SERVICES	615 E. MICHIGAN STREET	626-914-7363	US	WI	MILWAUKEE	53202	615 E. MICHIGAN STREET				000000000			1231	20230430	20230430	485BPOS	20230428	2023-04-28 14:11:00.0	ck0001872253-20221231_htm.xml	1	
