adsh	grp	arc	negative	ptag	pversion	ctag	cversion
0000823535-23-000053	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000823535-23-000053	1	5	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000823535-23-000053	1	6	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000823535-23-000136	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000823535-23-000136	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000823535-23-000136	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000823535-23-000136	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000823535-23-000136	1	5	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000823535-23-000136	1	6	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000828475-23-000005	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0000828475-23-000005	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0000828475-23-000005	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0000828475-23-000005	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0000828475-23-000005	1	5	1	OtherExpensesOverAssets	rr/2023	Component1OtherExpensesOverAssets	rr/2023
0000828475-23-000005	1	6	1	OtherExpensesOverAssets	rr/2023	Component2OtherExpensesOverAssets	rr/2023
0000828475-23-000005	1	7	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0000828475-23-000008	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0000828475-23-000008	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0000828475-23-000008	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0000828475-23-000008	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0000828475-23-000008	1	5	1	OtherExpensesOverAssets	rr/2023	Component1OtherExpensesOverAssets	rr/2023
0000828475-23-000008	1	6	1	OtherExpensesOverAssets	rr/2023	Component2OtherExpensesOverAssets	rr/2023
0000828475-23-000008	1	7	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0000831016-23-000046	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000831016-23-000046	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000831016-23-000046	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000831016-23-000046	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000843781-23-000014	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0000843781-23-000014	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0000843781-23-000014	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0000843781-23-000014	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0000843781-23-000014	1	5	1	OtherExpensesOverAssets	rr/2023	Component1OtherExpensesOverAssets	rr/2023
0000843781-23-000014	1	6	1	OtherExpensesOverAssets	rr/2023	Component2OtherExpensesOverAssets	rr/2023
0000843781-23-000014	1	7	1	OtherExpensesOverAssets	rr/2023	Component3OtherExpensesOverAssets	rr/2023
0000843781-23-000014	1	8	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0000846800-23-000006	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0000846800-23-000006	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0000846800-23-000006	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0000846800-23-000006	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0000846800-23-000006	1	5	1	OtherExpensesOverAssets	rr/2023	Component1OtherExpensesOverAssets	rr/2023
0000846800-23-000006	1	6	1	OtherExpensesOverAssets	rr/2023	Component2OtherExpensesOverAssets	rr/2023
0000878662-23-000025	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000878662-23-000025	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000878662-23-000025	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000878662-23-000025	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000878662-23-000025	1	5	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000880195-23-000046	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000880195-23-000046	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000880195-23-000046	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000880195-23-000046	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000880195-23-000046	1	5	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000880195-23-000046	1	6	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000880195-23-000502	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000880195-23-000502	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000880195-23-000502	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000880195-23-000502	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000880195-23-000503	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000880195-23-000503	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000880195-23-000503	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000880195-23-000503	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000880195-23-000504	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000880195-23-000504	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000880195-23-000504	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000880195-23-000504	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000880195-23-000512	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000880195-23-000512	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000880195-23-000512	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000880195-23-000512	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000881773-23-000016	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0000881773-23-000016	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0000881773-23-000016	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0000881773-23-000016	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0000881773-23-000016	1	5	1	OtherExpensesOverAssets	rr/2023	Component1OtherExpensesOverAssets	rr/2023
0000881773-23-000016	1	6	1	OtherExpensesOverAssets	rr/2023	Component2OtherExpensesOverAssets	rr/2023
0000881773-23-000016	1	7	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0000890064-23-000011	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0000890064-23-000011	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0000890064-23-000011	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0000890064-23-000011	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0000890064-23-000011	1	5	1	OtherExpensesOverAssets	rr/2023	Component1OtherExpensesOverAssets	rr/2023
0000890064-23-000011	1	6	1	OtherExpensesOverAssets	rr/2023	Component2OtherExpensesOverAssets	rr/2023
0000894189-23-002428	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002428	1	2	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-002428	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002460	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002460	1	2	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-002460	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002557	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002557	1	2	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-002557	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002578	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000894189-23-002578	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002578	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002578	1	4	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000894189-23-002625	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002625	1	2	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-002625	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002625	1	4	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000894189-23-002803	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002803	1	2	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-002803	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002805	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002805	1	2	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-002805	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002826	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002826	1	2	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-002826	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002826	1	4	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000894189-23-002851	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002851	1	2	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-002851	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002858	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002858	1	2	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002907	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000894189-23-002907	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002907	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-002907	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002907	1	5	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000894189-23-002924	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000894189-23-002924	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002924	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002924	1	4	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000894189-23-002924	1	5	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000894189-23-002931	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000894189-23-002931	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002931	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-002931	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002931	1	5	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000894189-23-002941	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002941	1	2	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002941	1	3	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000894189-23-002943	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000894189-23-002943	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002943	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-002943	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002943	1	5	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000894189-23-002943	1	6	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000894189-23-002955	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002955	1	2	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-002955	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002955	1	4	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000894189-23-002970	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002970	1	2	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-002970	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002971	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-002971	1	2	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-002971	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-002971	1	4	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000894189-23-003022	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000894189-23-003022	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-003022	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-003022	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-003022	1	5	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000894189-23-003022	1	6	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000894189-23-003024	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-003024	1	2	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-003024	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-003036	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-003036	1	2	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-003048	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000894189-23-003048	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-003048	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-003048	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-003048	1	5	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000894189-23-003048	1	6	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000894189-23-003062	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000894189-23-003062	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-003062	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-003062	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-003062	1	5	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000894189-23-003062	1	6	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000894189-23-003080	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-003080	1	2	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-003080	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-003084	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000894189-23-003084	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-003084	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-003084	1	4	1	ExpensesOverAssets	rr/2022	Component1OtherExpensesOverAssets	rr/2022
0000894189-23-003084	1	5	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-003084	1	6	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000894189-23-003087	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-003087	1	2	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-003087	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-003087	1	4	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000894189-23-003098	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000894189-23-003098	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-003098	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-003098	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-003098	1	5	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000894189-23-003102	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000894189-23-003102	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-003102	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-003102	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-003102	1	5	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000894189-23-003193	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000894189-23-003193	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-003193	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-003193	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-003193	1	5	1	OtherExpensesOverAssets	rr/2022	Component1OtherExpensesOverAssets	rr/2022
0000894189-23-003193	1	6	1	OtherExpensesOverAssets	rr/2022	Component2OtherExpensesOverAssets	rr/2022
0000894189-23-003193	1	7	1	OtherExpensesOverAssets	rr/2022	Component3OtherExpensesOverAssets	rr/2022
0000894189-23-003193	1	8	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000894189-23-003193	1	9	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000894189-23-003193	1	10	1	NetExpensesOverAssets	rr/2022	ExpenseReimbursement	0000894189-23-003193
0000894189-23-003225	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000894189-23-003225	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-003225	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-003225	1	4	1	ExpensesOverAssets	rr/2022	Component1OtherExpensesOverAssets	rr/2022
0000894189-23-003225	1	5	1	ExpensesOverAssets	rr/2022	Component2OtherExpensesOverAssets	rr/2022
0000894189-23-003225	1	6	1	ExpensesOverAssets	rr/2022	Component3OtherExpensesOverAssets	rr/2022
0000894189-23-003225	1	7	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000894189-23-003225	1	8	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-003225	1	9	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000894189-23-003225	1	10	1	NetExpensesOverAssets	rr/2022	FeeWaiverReimbursementOrRecoupment	0000894189-23-003225
0000894189-23-003236	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000894189-23-003236	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-003236	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-003236	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-003236	1	5	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000894189-23-003236	1	6	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000894189-23-003237	1	1	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-003237	1	2	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-003237	1	3	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-003237	1	4	1	ExpensesOverAssets	rr/2022	AcquiredFundFeesAndExpensesOverAssets	rr/2022
0000894189-23-003261	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000894189-23-003261	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0000894189-23-003261	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0000894189-23-003261	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0000894189-23-003261	1	5	1	NetExpensesOverAssets	rr/2022	FeeWaiverOrReimbursementOverAssets	rr/2022
0000894189-23-003266	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0000894189-23-003266	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
