tag	version	custom	abstract	datatype	iord	tlabel	doc
AnnualReturn2017	rr/2023	0	0	pure	D	Annual Return 2017	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
ExpenseExampleNoRedemptionYear10	rr/2022	0	0	NonNegativeMonetaryT	D	Expense Example, No Redemption, 10 Years	You would pay the following expenses if you did not redeem your shares. Include the second 1-, 3-, 5-, and 10-year periods and related narrative explanation only if a sales charge (load) or other fee is charged upon redemption.
Component1OtherExpensesOverAssets	rr/2022	0	0	NonNegativePure4Type	D	Component1 Other Expenses	"The Fund may subdivide this caption into no more than three subcaptions that identify the largest expense or expenses comprising ""Other Expenses,"" but must include a total of all ""Other Expenses."" Alternatively, the Fund may include the components of ""Other Expenses"" in a parenthetical to the caption."
DocumentCreationDate	dei/2021q4	0	0	date	D	Document Creation Date	The date the document was made available and submitted, in YYYY-MM-DD format. The date of submission, date of acceptance by the recipient, and the document effective date are all potentially different.
BarChartLowestQuarterlyReturn	rr/2021	0	0	pure	D	Lowest Quarterly Return	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
WireFee	0000894189-23-003327	1	0	NonNegativeMonetaryT	D	Wire fee	Wire fee.
NoSurrenderExpense5YearsMaximumDollars	vip/2023	0	0	nonNegativeMonetary	D	No Surrender Expense, 5 Years, Maximum [Dollars]	
TransferFeeOfAmountTransferredCurrentPercent	vip/2022q2	0	0	percent	D	Transfer Fee (of Amount Transferred), Current [Percent]	
OptionalBenefitChargeWhenDeductedTextBlock	vip/2023	0	0	textBlock	D	Optional Benefit Charge, When Deducted [Text Block]	
MoneyMarketSevenDayYieldPhone	rr/2021	0	0	string	D	Money Market Seven Day Yield Phone	A Fund (other than a Money Market Fund) may include the Fund's yield calculated under Item 21(b)(2). Any Fund may include its tax-equivalent yield calculated under Item 21. If a Fund's yield is included, provide a toll-free (or collect) telephone number that investors can use to obtain current yield information.
MortalityAndExpenseRiskFeesOfFaceAmountMaximumPercent	vip/2023	0	0	percent	D	Mortality And Expense Risk Fees (of Face Amount), Maximum [Percent]	
AmendmentFlag	dei/2023	0	0	boolean	D	Amendment Flag	Boolean flag that is true when the XBRL content amends previously-filed or accepted submission.
OtherAnnualExpenseRepresentativeInvestorTextBlock	vip/2022q2	0	0	textBlock	D	Other Annual Expense, Representative [Text Block]	
AverageAnnualTotalReturns1YearPercent	vip/2022q2	0	0	percent	D	Average Annual Total Returns, 1 Year [Percent]	
AverageAnnualReturnYear10	rr/2022	0	0	pure	D	10 Years	Return Before Taxes.
FeeRecoupment	0001580642-23-002350	1	0	NonNegativePure4Type	D	Fee Recoupment	
ExpensesDeferredChargesTextBlock	rr/2021	0	0	textBlock	D	Expenses Deferred Charges [Text Block]	A Fund may include in a footnote to the table, if applicable, a tabular presentation showing the amount of deferred sales charges (loads) over time or a narrative explanation of the sales charges (loads) (e.g., __% in the first year after purchase, declining to __% in the __ year and eliminated thereafter).
PremiumTaxesWhenDeductedTextBlock	vip/2023	0	0	textBlock	D	Premium Taxes, When Deducted [Text Block]	
ExpensesOtherExpensesHadExtraordinaryExpensesBeenIncluded	rr/2021	0	0	string	D	Expenses Other Expenses Had Extraordinary Expenses Been Included [Text]	"Other Expenses"" do not include extraordinary expenses as determined under generally accepted accounting principles (see Accounting Principles Board Opinion No. 30). If extraordinary expenses were incurred that materially affected the Fund's ""Other Expenses,"" disclose in a footnote to the table what ""Other Expenses"" would have been had the extraordinary expenses been included."
NetExpensesOverAssets	rr/2022	0	0	NonNegativePure4Type	D	Net Expenses (as a percentage of Assets)	Total Annual Fund Operating Expenses.
AnnualMaintenanceFeeMinimumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Annual Maintenance Fee, Minimum [Dollars]	
FeeTableTextBlock	vip/2022q2	0	0	textBlock	D	Item 4. Fee Table [Text Block]	
PerformanceNarrativeTextBlock	rr/2021	0	0	textBlock	D	Performance Narrative [Text Block]	Risk/Return Bar Chart and Table.
ExpenseExampleFootnotesTextBlock	rr/2023	0	0	textBlock	D	Expense Example Footnotes [Text Block]	The Example does not reflect sales charges (loads) on reinvested dividends [and other distributions]. If these sales charges (loads) were included, your costs would be higher.
HighestQuarterlyReturnPercent	vip/2023	0	0	percent	D	Highest Quarterly Return [Percent]	
EffectiveYield	0001193125-23-123353	1	0	pure	D	Effective Yield	Effective Yield
BarChartHighestQuarterlyReturnDate	rr/2023	0	0	date	D	Highest Quarterly Return, Date	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
PerformancePastDoesNotIndicateFuture	rr/2021	0	0	string	D	Performance Past Does Not Indicate Future [Text]	Include the bar chart and table required by paragraphs (b)(2)(ii) and (iii) of this section. Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
TransferFeeFootnotesTextBlock	vip/2022q2	0	0	textBlock	D	Transfer Fee, Footnotes [Text Block]	
ExpensesOverAssets	rr/2021	0	0	NonNegativePure4Type	D	Expenses (as a percentage of Assets)	"Total Annual Fund Operating Expenses. If the Fund is a Feeder Fund, reflect the aggregate expenses of the Feeder Fund and the Master Fund in a single fee table using the captions provided. In a footnote to the fee table, state that the table and Example reflect the expenses of both the Feeder and Master Funds. If the prospectus offers more than one Class of a Multiple Class Fund or more than one Feeder Fund that invests in the same Master Fund, provide a separate response for each Class or Feeder Fund. Base the percentages of ""Annual Fund Operating Expenses"" on amounts incurred during the Fund's most recent fiscal year, but include in expenses amounts that would have been incurred absent expense reimbursement or fee waiver arrangements. If the Fund has changed its fiscal year and, as a result, the most recent fiscal year is less than three months, use the fiscal year prior to the most recent fiscal year as the basis for determining ""Annual Fund Operating Expenses."
AnnuitizedExpense1YearMinimumDollars	vip/2023	0	0	nonNegativeMonetary	D	Annuitized Expense, 1 Year, Minimum [Dollars]	
OtherSurrenderFeesCurrentDollars	vip/2023	0	0	nonNegativeMonetary	D	Other Surrender Fees, Current [Dollars]	
ExpenseExampleNoRedemptionNarrativeTextBlock	rr/2021	0	0	textBlock	D	Expense Example, No Redemption Narrative [Text Block]	Contains a command for the SEC Viewer for the role corresponding to ExpenseExampleNoRedemption.
DeferredSalesChargeWhenDeductedTextBlock	vip/2022q2	0	0	textBlock	D	Deferred Sales Charge, When Deducted [Text Block]	
TemporaryFeeReductionsCurrentExpensesTextBlock	vip/2022q2	0	0	textBlock	D	Temporary Fee Reductions, Current Expenses [Text Block]	
NoSurrenderExpense3YearsMinimumDollars	vip/2023	0	0	nonNegativeMonetary	D	No Surrender Expense, 3 Years, Minimum [Dollars]	
InsuranceCostDescriptionTextBlock	vip/2022q2	0	0	textBlock	D	Insurance Cost, Description [Text Block]	
AnnualMaintenanceFeeOfOtherAmountMaximumPercent	vip/2022q2	0	0	percent	D	Annual Maintenance Fee (of Other Amount), Maximum [Percent]	
StandardBenefitExpenseMaximumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Standard Benefit Expense, Maximum [Dollars]	
Overnightcheckdeliveryfee	0001398344-23-007133	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	
KeyTaxImplicationsTextBlock	vip/2022q2	0	0	textBlock	D	Tax Implications [Text Block]	
BarChartNarrativeTextBlock	rr/2023	0	0	textBlock	D	Bar Chart Narrative [Text Block]	Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
ExpenseExampleHeading	rr/2021	0	0	string	D	Expense Example [Heading]	Heading for Expense Example.
PerformanceTableClosingTextBlock	rr/2022	0	0	textBlock	D	Performance Table Closing [Text Block]	If the Fund has annual returns for at least one calendar year, provide a table showing the Fund's (A) average annual total return; (B) average annual total return (after taxes on distributions); and (C) average annual total return (after taxes on distributions and redemption). A Money Market Fund should show only the returns described in clause (A) of the preceding sentence. All returns should be shown for 1-, 5-, and 10- calendar year periods ending on the date of the most recently completed calendar year (or for the life of the Fund, if shorter), but only for periods subsequent to the effective date of the Fund's registration statement. The table also should show the returns of an appropriate broad-based securities market index as defined in Instruction 5 to Item 22(b)(7) for the same periods. A Fund that has been in existence for more than 10 years also may include returns for the life of the Fund. A Money Market Fund may provide the Fund's 7-day yield ending on the date of the most recent calendar year or disclose a toll-free (or collect) telephone number that investors can use to obtain the Fund's current 7-day yield. For a Fund (other than a Money Market Fund or a Fund described in General Instruction C.3.(d)(iii)), provide the information in the following table with the specified captions AVERAGE ANNUAL TOTAL RETURNS (For the periods ended December 31, _____)
